Australian Bureau of Statistics,,,,,,,,,,,
"Schools, Australia, 2020",,,,,,,,,,,
#REF!,,,,,,,,,,,
#REF!,,,,,,,,,,,
Year,State/Territory,Affiliation (Gov/Non-gov),Affiliation (Gov/Cath/Ind),FT/PT,Sex,School Level,National Report on Schooling (ANR) School Level,Year (Grade),FTE Aboriginal and Torres Strait Islander Students ,FTE Non-Indigenous Students ,FTE All Students 
2018,a NSW,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,e Year 4,2502,32125,34627
2018,a NSW,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,f Year 5,2552,32035,34587
2018,a NSW,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,g Year 6,2428,30940,33368
2018,a NSW,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,1233,6202,7435
2018,a NSW,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,2334,24914,27248
2018,a NSW,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,2122,24045,26167
2018,a NSW,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,2094,24244,26338
2018,a NSW,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,1969,24164,26133
2018,a NSW,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,1683,8367,10050
2018,a NSW,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,1312,20311,21623
2018,a NSW,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,708,16899,17607
2018,a NSW,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),2782,32144,34926
2018,a NSW,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,b Year 1,2611,31606,34217
2018,a NSW,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,c Year 2,2517,31668,34185
2018,a NSW,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,d Year 3,2563,30987,33550
2018,a NSW,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,e Year 4,2525,30969,33494
2018,a NSW,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,f Year 5,2552,30594,33146
2018,a NSW,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,g Year 6,2587,30025,32612
2018,a NSW,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,347,2140,2487
2018,a NSW,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,2278,23879,26157
2018,a NSW,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,2173,23019,25192
2018,a NSW,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,2028,22922,24950
2018,a NSW,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,2022,23124,25146
2018,a NSW,a Government,a Government,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,648,3731,4379
2018,a NSW,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,1443,21449,22892
2018,a NSW,a Government,a Government,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,984,18765,19749
2018,a NSW,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,15.4,137.6,153
2018,a NSW,a Government,a Government,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,27.8,333.3,361.1
2018,a NSW,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,32.4,137.3,169.7
2018,a NSW,a Government,a Government,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,34.9,534.5,569.4
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),344,9025,9369
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,b Year 1,320,9178,9498
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,c Year 2,337,8808,9145
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,d Year 3,307,9013,9320
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,e Year 4,281,8922,9203
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,f Year 5,288,9125,9413
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,g Year 6,296,9109,9405
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,0,190,190
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,385,10984,11369
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,394,10770,11164
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,305,10809,11114
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,328,10421,10749
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,5,224,229
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,225,9011,9236
2018,a NSW,b Non-government,b Catholic,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,206,8396,8602
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),356,9029,9385
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,b Year 1,302,8863,9165
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,c Year 2,336,8904,9240
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,d Year 3,333,8887,9220
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,e Year 4,333,8837,9170
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,f Year 5,312,8961,9273
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,g Year 6,329,8725,9054
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,0,86,86
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,364,10967,11331
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,344,10385,10729
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,335,10331,10666
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,306,10259,10565
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,0,93,93
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,235,9470,9705
2018,a NSW,b Non-government,b Catholic,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,215,8971,9186
2018,a NSW,b Non-government,b Catholic,b Part-time,a Male,a Primary School,a Primary School,d Year 3,0,2.4,2.4
2018,a NSW,b Non-government,b Catholic,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,0,1.6,1.6
2018,a NSW,b Non-government,b Catholic,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,0,9.6,9.6
2018,a NSW,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,0,7.7,7.7
2018,a NSW,b Non-government,b Catholic,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,1.4,16.1,17.5
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),117,5223,5340
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,b Year 1,103,5020,5123
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,c Year 2,92,5190,5282
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,d Year 3,100,5424,5524
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,e Year 4,105,5413,5518
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,f Year 5,113,6058,6171
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,g Year 6,96,6087,6183
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,27,857,884
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,120,8015,8135
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,122,7413,7535
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,144,7424,7568
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,189,7270,7459
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,18,442,460
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,117,6578,6695
2018,a NSW,b Non-government,c Independent,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,80,6199,6279
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),123,5015,5138
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,b Year 1,106,5038,5144
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,c Year 2,98,5052,5150
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,d Year 3,107,5407,5514
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,e Year 4,101,5413,5514
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,f Year 5,114,5732,5846
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,g Year 6,107,5692,5799
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,a Primary School,a Primary School,i Ungraded primary,14,216,230
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,j Year 7 secondary,145,7581,7726
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,k Year 8,152,7417,7569
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,174,7190,7364
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,179,7312,7491
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,b Secondary School,b Junior Secondary School,p Ungraded secondary,16,105,121
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,146,6516,6662
2018,a NSW,b Non-government,c Independent,a Full-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,110,6035,6145
2018,a NSW,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,7,7
2018,a NSW,b Non-government,c Independent,b Part-time,a Male,a Primary School,a Primary School,c Year 2,2.2,0,2.2
2018,a NSW,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,12,8.8,20.8
2018,a NSW,b Non-government,c Independent,b Part-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,8,4.5,12.5
2018,a NSW,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,10.4,9.6,20
2018,a NSW,b Non-government,c Independent,b Part-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,0,9.6,9.6
2018,a NSW,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),0,8.2,8.2
2018,a NSW,b Non-government,c Independent,b Part-time,b Female,a Primary School,a Primary School,g Year 6,0,1.2,1.2
2018,a NSW,b Non-government,c Independent,b Part-time,b Female,b Secondary School,b Junior Secondary School,l Year 9,4,2.2,6.2
2018,a NSW,b Non-government,c Independent,b Part-time,b Female,b Secondary School,b Junior Secondary School,m Year 10,5.6,10.5,16.1
2018,a NSW,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,n Year 11,30.8,21,51.8
2018,a NSW,b Non-government,c Independent,b Part-time,b Female,b Secondary School,c Senior Secondary School,o Year 12,7,25.3,32.3
2018,b Vic.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),656,28996,29652
2018,b Vic.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,b Year 1,566,27729,28295
2018,b Vic.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,c Year 2,561,27480,28041
2018,b Vic.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,d Year 3,616,26948,27564
2018,b Vic.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,e Year 4,562,26633,27195
2018,b Vic.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,f Year 5,591,26430,27021
2018,b Vic.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,g Year 6,532,25523,26055
2018,b Vic.,a Government,a Government,a Full-time,a Male,a Primary School,a Primary School,i Ungraded primary,214,3844,4058
2018,b Vic.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,j Year 7 secondary,517,21177,21694
2018,b Vic.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,k Year 8,458,20398,20856
2018,b Vic.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,l Year 9,449,20540,20989
2018,b Vic.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,m Year 10,423,20524,20947
2018,b Vic.,a Government,a Government,a Full-time,a Male,b Secondary School,b Junior Secondary School,p Ungraded secondary,206,4429,4635
2018,b Vic.,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,n Year 11,302,18008,18310
2018,b Vic.,a Government,a Government,a Full-time,a Male,b Secondary School,c Senior Secondary School,o Year 12,208,15350,15558
2018,b Vic.,a Government,a Government,a Full-time,b Female,a Primary School,a Primary School,a Pre-Year 1 (Foundation Year),640,27036,27676
